title,year,genre,country,imdbRating,imdbVotes
Guys and Dolls,1955,"Comedy, Musical, Romance",USA,7.3,11185
The Silence,1963,Drama,Sweden,8.1,11187
Bob Roberts,1992,Comedy,"USA, UK",7,11189
Avalon,2001,"Action, Drama, Fantasy","Japan, Poland",6.6,11190
Head Over Heels,2001,"Comedy, Mystery, Romance",USA,5.3,11192
61*,2001,"Biography, Drama, History",USA,7.9,11192
Il guardiano invisibile,2017,"Crime, Thriller","Spain, Germany",6.4,11195
Judgment Night,1993,"Action, Crime, Drama","USA, Japan",6.6,11201
Tucker: The Man and His Dream,1988,"Biography, Drama",USA,6.9,11204
Armour of God,1986,"Action, Adventure, Comedy","Hong Kong, Yugoslavia",7,11207
In the Company of Men,1997,"Comedy, Drama","Canada, USA",7.3,11209
Dead Man on Campus,1998,Comedy,USA,6,11211
Into the Abyss,2011,"Documentary, Crime","USA, UK, Germany",7.3,11213
The Chaos Class Is Waking Up,1977,Comedy,Turkey,8.9,11216
Judgment Night,1993,"Action, Crime, Drama","USA, Japan",6.6,11222
The Clearing,2004,"Drama, Mystery, Thriller","USA, Germany",5.9,11223
The Clearing,2004,"Drama, Mystery, Thriller","USA, Germany",5.9,11224
Justice League: The New Frontier,2008,"Animation, Action, Adventure",USA,7.1,11224
Cocoon: The Return,1988,"Adventure, Comedy, Mystery",USA,5.2,11242
Pecker,1998,"Comedy, Drama",USA,6.4,11243
King of Thieves,2018,"Crime, Drama","UK, Belgium, USA",5.5,11246
Hour of the Wolf,1968,"Drama, Horror",Sweden,7.7,11254
Bandslam,2009,"Comedy, Drama, Family",USA,6.4,11255
Girl Most Likely,2012,Comedy,USA,5.8,11256
Evening,2007,"Drama, Romance","USA, Germany",6.6,11256
Tomboy,2011,Drama,France,7.4,11257
Songs from the Second Floor,2000,"Comedy, Drama","Sweden, Norway, Denmark",7.7,11261
Dickie Roberts: Former Child Star,2003,Comedy,USA,5.6,11265
On the Town,1949,"Comedy, Musical, Romance",USA,7.7,11270
The Apostle,1997,Drama,USA,7.2,11273
Farscape: The Peacekeeper Wars,2004,"Action, Adventure, Drama","USA, Australia",8.2,11273
The Great Buck Howard,2008,"Comedy, Drama",USA,6.5,11274
The Nutty Professor,1963,"Comedy, Sci-Fi",USA,6.7,11274
Possession,2002,"Drama, Mystery","USA, UK",6.4,11277
Sin-gwa ham-kke: Jwi-wa beol,2017,"Action, Drama, Fantasy",South Korea,7.3,11281
The Death and Life of Bobby Z,2007,"Action, Crime, Drama","USA, Germany",5.9,11294
The Death and Life of Bobby Z,2007,"Action, Crime, Drama","USA, Germany",5.9,11315
Margaret,2011,Drama,USA,6.5,11319
Ready to Rumble,2000,"Comedy, Sport",USA,5.3,11329
Nostalgia,1983,Drama,"Italy, Soviet Union",8.2,11330
Ready to Rumble,2000,"Comedy, Sport",USA,5.3,11336
Skin,2018,"Biography, Crime, Drama","USA, Canada, Brazil, China",7.0,11337
Purple Rain,1984,"Drama, Music, Musical",USA,6.3,11340
The Man in the Moon,1991,"Drama, Romance",USA,7.5,11345
Fantastic Planet,1973,"Animation, Drama, Sci-Fi","France, Czechoslovakia",7.8,11346
Mary Reilly,1996,"Drama, Horror, Romance","USA, UK",5.8,11347
Girl,2018,Drama,"Belgium, Netherlands",7.1,11348
Affliction,1997,"Drama, Mystery, Thriller","USA, Canada",7,11361
Visitor Q,2001,"Comedy, Drama, Horror",Japan,6.8,11363
Visitor Q,2001,"Comedy, Drama, Horror",Japan,6.8,11365
The Distinguished Gentleman,1992,"Comedy, Crime",USA,5.8,11367
Southern Comfort,1981,"Action, Thriller","USA, Switzerland, UK",7.2,11369
The Red Balloon,1956,"Family, Fantasy, Short",France,8.2,11370
The Miracle Worker,1962,"Biography, Drama",USA,8.1,11376
The Super,2017,"Horror, Mystery, Thriller",USA,5.9,11393
The Phantom of the Opera,1925,Horror,USA,7.7,11396
Smilla's Feeling for Snow,1997,"Action, Drama, Sci-Fi","Denmark, Germany, Sweden",6.4,11401
My Bloody Valentine,1981,"Horror, Mystery, Thriller",Canada,6.2,11405
Five Minarets in New York,2010,Drama,"Turkey, USA",6,11413
The Magic of Belle Isle,2012,"Comedy, Drama",USA,7,11413
All the Right Moves,1983,"Drama, Romance, Sport",USA,5.9,11423
The Silent Man,2017,"Biography, Drama, History",USA,6.4,11424
Showdown in Little Tokyo,1991,"Action, Comedy, Crime",USA,6,11429
The King of the Street Cleaners,1977,"Comedy, Romance",Turkey,8.7,11446
Birdman of Alcatraz,1962,"Biography, Drama",USA,7.8,11447
The Scarlet Letter,1995,"Drama, Romance",USA,5.1,11449
The Butterfly's Dream,2013,"Biography, Drama, History",Turkey,8,11458
Le jeu,2018,"Comedy, Drama","France, Belgium",6.8,11459
Mary e il fiore della strega,2017,"Animation, Adventure, Family",Japan,6.8,11459
The Bothersome Man,2006,"Comedy, Drama, Fantasy","Norway, Iceland",7.4,11465
Europa Europa,1990,"Drama, History, War","Germany, France, Poland",7.7,11465
"They Shoot Horses, Don't They?",1969,Drama,USA,7.9,11467
Joe Kidd,1972,Western,USA,6.5,11470
Streets of Fire,1984,"Action, Crime, Drama",USA,6.7,11470
Drowning Mona,2000,"Crime, Mystery, Comedy",USA,5.6,11472
Fathers' Day,1997,"Comedy, Romance",USA,5.1,11473
Paziente 64 - Il giallo dell'isola dimenticata,2018,"Crime, Mystery, Thriller","Denmark, Germany",7.4,11473
I'm Not Scared,2003,"Crime, Drama, Mystery","Italy, Spain, UK",7.5,11476
Wendy and Lucy,2008,Drama,USA,7.1,11490
Jennifer 8,1992,"Crime, Drama, Mystery",USA,6.2,11491
The Accidental Spy,2001,"Action, Comedy, Thriller",Hong Kong,5.8,11492
The Ghazi Attack,2017,"Action, Thriller, War",India,7.6,11493
The Madness of King George,1994,"Biography, Comedy, Drama",UK,7.3,11500
The Three Musketeers,1973,"Action, Adventure, Comedy","Spain, USA, Panama, UK",7.3,11502
Wildling,2018,"Drama, Fantasy, Horror",USA,5.5,11506
Absentia,2011,"Drama, Horror, Mystery",USA,5.8,11508
Conspiracy,2001,"Drama, History, War","UK, USA",7.8,11515
10,1979,"Comedy, Romance",USA,6,11518
Lo scandalo Kennedy,2017,"Drama, History, Thriller","USA, Sweden",6.5,11518
Little Monsters,2019,"Comedy, Horror, Sci-Fi","Australia, USA, UK",6.3,11519
Mirai,2018,"Animation, Adventure, Drama",Japan,7.0,11521
Mr. Hulot's Holiday,1953,Comedy,France,7.6,11530
Fort Apache,1948,Western,USA,7.6,11536
D.E.B.S.,2004,"Action, Comedy, Romance",USA,5.2,11540
Cold Skin - La creatura di Atlantide,2017,"Fantasy, Horror, Sci-Fi","Spain, France",6.0,11544
Devil's Knot,2013,"Biography, Crime, Drama",USA,6,11545
U-July 22,2018,"Drama, Thriller",Norway,7.2,11546
The Snowtown Murders,2011,"Biography, Crime, Drama",Australia,6.6,11550
Night and Fog,1955,"Documentary, Short, History",France,8.6,11555
Non sono un uomo facile,2018,Comedy,France,6.3,11563
Sorority Boys,2002,Comedy,USA,5.4,11565
L'assassina - The Villainess,2017,"Action, Thriller",South Korea,6.7,11573
Playtime,1967,Comedy,"France, Italy",8,11573
Sergeant York,1941,"Biography, Drama, History",USA,7.8,11577
Moonlight Mile,2002,"Drama, Romance",USA,6.7,11585
Organize Isler: Sazan Sarmali,2019,Comedy,Turkey,6.0,11586
Nighthawks,1981,"Action, Crime, Thriller",USA,6.4,11588
Cat People,1942,"Horror, Thriller",USA,7.4,11589
The Life Before Her Eyes,2007,"Drama, Mystery, Thriller",USA,6.4,11591
The Stepford Wives,1975,"Horror, Mystery, Sci-Fi",USA,6.9,11591
A Home at the End of the World,2004,"Drama, Romance","USA, Canada",6.8,11592
Game of Death,1978,"Action, Crime, Drama","Hong Kong, USA",6.1,11593
Racing Stripes,2005,"Adventure, Comedy, Drama",USA,5.2,11594
Factotum,2005,"Comedy, Drama, Romance","Norway, USA, Germany, France, Italy",6.6,11594
Stand and Deliver,1988,Drama,USA,7.4,11596
The Carrier,2014,"Crime, Drama, Thriller","Bahamas, USA",5.3,11598
Shaft,1971,"Action, Crime, Thriller",USA,6.6,11602
When We Were Kings,1996,"Documentary, History, Sport",USA,8,11603
The Big Kahuna,1999,"Drama, Comedy",USA,6.7,11604
The Dead Girl,2006,"Crime, Drama, Mystery",USA,6.7,11609
The Day of the Beast,1995,"Action, Comedy, Crime",Spain,7.5,11616
Detention,2011,"Comedy, Horror, Sci-Fi",USA,5.8,11619
She-Devil,1989,Comedy,USA,5.4,11621
Ying,2018,"Action, Adventure, Drama","China, Hong Kong, USA",7.0,11621
Of Gods and Men,2010,"Drama, History",France,7.2,11625
Nightwatch,1994,Thriller,Denmark,7.4,11625
Kes,1969,"Drama, Family, Sport",UK,7.8,11625
Dickens: L'uomo che inventò il Natale,2017,"Biography, Comedy, Drama","Ireland, Canada",7.0,11629
Blue Thunder,1983,"Action, Crime, Drama",USA,6.3,11631
Elling,2001,"Comedy, Drama",Norway,7.6,11633
The Man Who Knew Too Much,1934,"Crime, Film-Noir, Mystery",UK,6.9,11639
5 Days of War,2011,"Action, Drama, War",USA,5.6,11644
The Big Kahuna,1999,"Drama, Comedy",USA,6.7,11644
The Great Race,1965,"Action, Adventure, Comedy",USA,7.2,11645
Dark Passage,1947,"Film-Noir, Thriller",USA,7.6,11647
The Accidental Tourist,1988,"Drama, Romance",USA,6.8,11648
Biloxi Blues,1988,"Comedy, Drama",USA,6.6,11651
Little Buddha,1993,Drama,"Italy, France, Liechtenstein, UK",6,11653
Danny Collins,2015,"Comedy, Drama, Music",USA,7.1,11654
Yi Yi,2000,"Drama, Music, Romance","Taiwan, Japan",8.1,11657
Lords of Chaos,2018,"Biography, Drama, Horror","UK, Sweden, Norway",6.5,11658
American Outlaws,2001,"Action, Western",USA,6,11659
French Connection II,1975,"Action, Crime, Drama",USA,6.8,11661
12 Feet Deep,2017,"Horror, Thriller",USA,5.5,11663
Holy Smoke,1999,"Drama, Comedy","USA, Australia",5.9,11664
Loft,2008,"Crime, Drama, Mystery",Belgium,7.4,11667
Wadjda,2012,"Comedy, Drama","Saudi Arabia, Germany, USA, United Arab Emirates, Jordan, Netherlands",7.6,11668
Grabbers,2012,"Comedy, Horror, Sci-Fi","UK, Ireland",6.3,11670
In Darkness - Nell'oscurità,2018,"Mystery, Thriller","UK, USA",5.8,11672
Days of Glory,2006,"Drama, War","Algeria, France, Morocco, Belgium",7.1,11681
You're Not You,2014,Drama,USA,7.3,11683
Bugsy Malone,1976,"Comedy, Crime, Family",UK,6.8,11688
The Enigma of Kaspar Hauser,1974,"Biography, Drama, History",West Germany,7.9,11688
Uncle Drew,2018,"Comedy, Sport",USA,5.7,11690
Losers' Club,2011,"Comedy, Drama",Turkey,7.8,11691
The Wild Thornberrys Movie,2002,"Adventure, Animation, Family",USA,5.1,11696
Night of the Comet,1984,"Comedy, Horror, Sci-Fi",USA,6.4,11697
Yi Yi,2000,"Drama, Music, Romance","Taiwan, Japan",8.1,11699
Sarah's Key,2010,"Drama, War",France,7.5,11700
Perfectos desconocidos,2017,Comedy,"Spain, Italy",6.9,11701
Shoot the Pianist,1960,"Crime, Drama, Thriller",France,7.7,11705
Winchester '73,1950,Western,USA,7.8,11705
Dangerous Beauty,1998,"Biography, Drama, Romance",USA,7.3,11707
Wilde,1997,"Biography, Drama, History","UK, Germany, Japan",6.9,11709
La casa dei libri,2017,Drama,"UK, Spain, Germany, France",6.5,11710
The Eiger Sanction,1975,"Action, Thriller",USA,6.4,11711
Partly Cloudy,2009,"Animation, Short, Comedy",USA,8.3,11711
Mr 3000,2004,"Comedy, Drama, Romance",USA,5.5,11715
A Boy and His Dog,1975,"Comedy, Drama, Sci-Fi",USA,6.6,11717
The Wild Thornberrys Movie,2002,"Adventure, Animation, Family",USA,5.1,11724
What the #$*! Do We (K)now!?,2004,"Documentary, Comedy, Drama",USA,5.3,11724
"Unsere M�tter, unsere V�ter",2013,"Drama, History, War",Germany,8.5,11724
The Dangerous Lives of Altar Boys,2002,"Comedy, Drama",USA,7.1,11725
Moonwalker,1988,"Action, Crime, Fantasy",USA,5.9,11726
Dove la terra trema,2019,"Crime, Drama, Mystery","UK, Japan, USA",5.9,11728
Freejack,1992,"Action, Crime, Sci-Fi",USA,5.3,11729
Never Back Down 2: The Beatdown,2011,"Action, Drama, Sport",USA,5.8,11732
Mulan II,2004,"Animation, Action, Comedy","USA, South Korea, Singapore, Russia, Malaysia, Kazakhstan",5.7,11740
With Blood on My Hands: Pusher II,2004,"Crime, Drama","Denmark, UK",7.4,11741
What's the Worst That Could Happen?,2001,"Comedy, Crime",USA,5.4,11745
Married to the Mob,1988,"Comedy, Crime, Romance",USA,6.1,11750
Thank You for Your Service,2017,"Biography, Drama, War","USA, India",6.5,11750
Drishyam,2015,"Drama, Mystery, Thriller",India,8.9,11752
Peranbu,2018,Drama,India,9.0,11752
Dagon,2001,"Fantasy, Horror, Mystery",Spain,6.3,11756
Silent Movie,1976,Comedy,USA,6.7,11757
Distant,2002,Drama,Turkey,7.7,11758
For Your Consideration,2006,Comedy,USA,6.3,11761
Churchill,2017,"Biography, Drama, History",UK,6.1,11766
Eyyvah Eyvah,2010,Comedy,Turkey,7.2,11770
Clouds of Sils Maria,2014,Drama,"France, Germany, Switzerland",6.8,11774
The Maiden Heist,2009,"Comedy, Crime",USA,6.1,11780
The Prince of Tides,1991,Drama,USA,6.6,11781
Kolya,1996,"Comedy, Drama, Music","Czech Republic, UK, France",7.8,11781
With Blood on My Hands: Pusher II,2004,"Crime, Drama","Denmark, UK",7.4,11782
Revenge,1990,"Action, Crime, Drama","USA, Mexico",6.2,11783
The Last Supper,1995,"Comedy, Crime, Drama",USA,6.8,11785
Katyn,2007,"Drama, History, War",Poland,7,11791
Gabriel,2007,"Action, Fantasy, Horror",Australia,5.7,11802
Safety Last!,1923,"Comedy, Romance, Thriller",USA,8.3,11803
Who's Harry Crumb?,1989,"Comedy, Crime, Mystery","USA, Canada",5.8,11805
Summer School,1987,"Comedy, Romance",USA,6.5,11812
Prom,2011,"Comedy, Drama",USA,5.4,11821
Goon: Last of the Enforcers,2017,"Comedy, Sport",Canada,5.8,11821
Interview,2007,Drama,"USA, Canada, Netherlands",6.9,11822
Woodstock,1970,"Documentary, History, Music",USA,8.1,11824
Fermat's Room,2007,"Mystery, Thriller",Spain,6.7,11829
The Room - La stanza del desiderio,2019,"Drama, Horror, Mystery","France, Luxembourg, Belgium",6.0,11832
Water,2005,"Drama, Romance","Canada, India",7.8,11832
Beach Rats,2017,Drama,USA,6.4,11833
Taps,1981,Drama,USA,6.7,11834
Topaz,1969,Thriller,USA,6.3,11837
The Hidden,1987,"Action, Crime, Horror",USA,7,11840
Sleepover,2004,Comedy,USA,5.3,11841
Woodstock,1970,"Documentary, History, Music",USA,8.1,11842
Battlestar Galactica: Blood & Chrome,2012,"Action, Sci-Fi",USA,7.1,11843
Powder Blue,2009,Drama,USA,6.4,11844
Mother's Day,2010,"Horror, Thriller",USA,6.3,11872
Reasonable Doubt,2014,"Crime, Thriller","Germany, Canada, USA",5.7,11874
Khuda Haafiz,2020,"Action, Drama, Thriller",India,7.3,11874
King Ralph,1991,"Comedy, Romance",USA,5.1,11877
The Little Shop of Horrors,1960,"Comedy, Horror",USA,6.3,11878
The Jungle Book,1994,"Adventure, Family, Romance",USA,6,11888
The Banger Sisters,2002,"Comedy, Drama",USA,5.6,11889
Trolls World Tour,2020,"Animation, Adventure, Comedy",USA,6.1,11890
Wolf Call - Minaccia in alto mare,2019,"Action, Adventure, Sci-Fi",France,6.9,11891
The Last Man on Earth,1964,"Horror, Sci-Fi","USA, Italy",7,11896
The Gods Must Be Crazy II,1989,Comedy,"South Africa, Botswana, USA",6.8,11898
Magic Mike XXL,2015,"Comedy, Drama, Music",USA,6.3,11903
"Oslo, August 31st",2011,Drama,Norway,7.6,11912
Strange Brew,1983,Comedy,"Canada, USA",6.8,11915
Wuthering Heights,1939,"Drama, Romance",USA,7.7,11918
My Fellow Americans,1996,"Adventure, Comedy",USA,6.5,11924
The Big White,2005,"Comedy, Crime, Drama","Germany, Canada, New Zealand, USA",6.5,11928
The Last Waltz,1978,"Documentary, Music",USA,8.2,11928
Irma la Douce,1963,"Comedy, Romance",USA,7.5,11931
Jakob the Liar,1999,"Comedy, Drama, War","France, Hungary, USA",6.5,11932
Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,"Animation, Action, Adventure",USA,6.9,11933
Katy Perry: Part of Me,2012,"Documentary, Music",USA,5.9,11934
No One Lives,2012,"Horror, Thriller","USA, UK",6,11941
The Cotton Club,1984,"Crime, Drama, Music",USA,6.5,11941
Casshern,2004,"Action, Sci-Fi",Japan,6.2,11942
Living in Oblivion,1995,"Comedy, Drama",USA,7.6,11962
Jane Austen's Mafia!,1998,"Comedy, Crime",USA,5.5,11972
Head in the Clouds,2004,"Drama, Romance, War","UK, Canada",6.6,11976
Pickpocket,1959,"Crime, Drama",France,7.9,11981
Guarding Tess,1994,"Comedy, Drama",USA,6.1,11982
Red Dog,2011,"Comedy, Drama, Family","Australia, USA",7.5,11982
Smashed,2012,Drama,USA,6.8,11983
Anna,2013,"Drama, Thriller","Spain, USA, UK, France",6.4,11987
In the Realm of the Senses,1976,"Drama, History, Romance","Japan, France",6.6,11987
Ricochet,1991,"Action, Crime, Drama",USA,6.1,11996
Slow West,2015,"Action, Thriller, Western","UK, New Zealand",7,11997
Quadrophenia,1979,"Crime, Drama, Music",UK,7.3,11998
Grand Hotel,1932,"Drama, Romance",USA,7.6,12001
Cruising,1980,"Crime, Drama, Mystery","USA, West Germany",6.4,12002
Zero Effect,1998,"Comedy, Crime, Drama",USA,7,12014
Leviathan,1989,"Adventure, Horror, Mystery","USA, Italy",5.7,12017
Wedding Daze,2006,"Comedy, Romance",USA,5.7,12020
Gossip,2000,"Drama, Mystery, Thriller",USA,5.9,12020
Toc Toc,2017,Comedy,Spain,6.8,12024
Der Hauptmann,2017,"Drama, History, Thriller","Germany, France, Poland, China, Portugal",7.4,12028
Great Balls of Fire!,1989,"Biography, Drama, Music",USA,6.2,12037
"For a Good Time, Call...",2012,Comedy,USA,6,12038
Taxidermia,2006,"Comedy, Drama, Horror","Hungary, Austria, France",7,12038
Any Which Way You Can,1980,"Action, Comedy",USA,6,12049
The Andromeda Strain,2008,"Romance, Sci-Fi, Thriller",USA,6.2,12049
Black Butterfly,2017,"Crime, Mystery, Thriller","Spain, USA, Italy",6.2,12054
The Dish,2000,"Comedy, Drama",Australia,7.3,12055
The Haunting in Connecticut 2: Ghosts of Georgia,2013,"Drama, Horror, Mystery",USA,5.2,12056
Slackers,2002,"Comedy, Romance","Canada, USA",5.3,12060
The Haunting in Connecticut 2: Ghosts of Georgia,2013,"Drama, Horror, Mystery",USA,5.2,12067
Slackers,2002,"Comedy, Romance","Canada, USA",5.3,12067
Shaadi Mein Zaroor Aana,2017,"Drama, Family, Romance",India,7.6,12067
Le ultime 24 ore,2017,"Action, Sci-Fi, Thriller","South Africa, China, USA",5.8,12069
Party Monster,2003,"Biography, Crime, Drama","USA, Netherlands",6.3,12070
Funny Girl,1968,"Biography, Comedy, Drama",USA,7.5,12074
Snow Falling on Cedars,1999,"Drama, Mystery, Romance",USA,6.8,12092
A Passage to India,1984,"Adventure, Drama, History","UK, USA",7.4,12092
Down and Out in Beverly Hills,1986,Comedy,USA,6.1,12095
Welcome to Collinwood,2002,"Comedy, Crime","USA, Germany",6.4,12102
Monos - Un gioco da ragazzi,2019,"Adventure, Drama, Mystery","Colombia, Argentina, Netherlands, Germany, Sweden, Uruguay, USA, Switzerland, Denmark, France",7.0,12102
A Woman Under the Influence,1974,Drama,USA,8.2,12102
Return to Never Land,2002,"Animation, Adventure, Family","USA, Canada, Australia",5.8,12103
The Bear,1988,"Adventure, Family, Drama","France, USA",7.7,12104
They Call Me Trinity,1970,"Comedy, Western",Italy,7.4,12110
Limelight,1952,"Drama, Music",USA,8.1,12113
Pather Panchali,1955,Drama,India,8.3,12115
Home on the Range,2004,"Animation, Comedy, Family",USA,5.4,12116
Metallica Through the Never,2013,Music,USA,7.2,12116
Big Night,1996,Drama,USA,7.4,12118
Sarkar,2018,"Action, Drama",India,6.8,12121
The Misfits,1961,"Drama, Romance, Western",USA,7.4,12122
Manitou's Shoe,2001,"Comedy, Western",Germany,6.6,12124
Beauty Shop,2005,Comedy,USA,5.4,12125
Fragile,2005,"Thriller, Horror","Spain, UK",6.2,12125
L'intruso,2019,"Drama, Horror, Mystery","USA, Canada",5.6,12126
The Man Who Cried,2000,"Drama, Music, Romance","UK, France",6.2,12126
Son in Law,1993,"Comedy, Drama, Romance",USA,5.6,12137
Internal Affairs,1990,"Action, Crime, Drama",USA,6.5,12137
Struck by Lightning,2012,"Comedy, Drama",USA,6.4,12141
Air Bud,1997,"Comedy, Drama, Family","USA, Canada",5.1,12144
Princess Protection Program,2009,"Comedy, Drama, Family",USA,5.7,12153
I Stand Alone,1998,"Crime, Drama",France,7.5,12162
Internal Affairs,1990,"Action, Crime, Drama",USA,6.5,12164
Flesh+Blood,1985,"Adventure, Drama","Spain, USA, Netherlands",6.7,12176
Batman: Assault on Arkham,2014,"Animation, Action, Crime",USA,7.4,12177
Rowdy Rathore,2012,"Action, Comedy",India,5.7,12181
Unplanned,2019,"Biography, Drama",USA,5.8,12182
Un cavaliere per Natale,2019,"Adventure, Comedy, Drama",USA,5.5,12189
An Ideal Husband,1999,"Comedy, Romance","UK, USA",6.9,12191
Beyond the Sea,2004,"Biography, Drama, Music","USA, Germany, UK",6.7,12193
Silver Streak,1976,"Action, Comedy, Crime",USA,6.9,12200
The Joy Luck Club,1993,Drama,"USA, China",7.6,12200
Navy Seals,1990,"Action, Adventure, Thriller",USA,5.4,12201
Luther,2003,"Biography, Drama, History","Germany, USA",6.7,12215
Grand Canyon,1991,"Crime, Drama",USA,6.9,12219
King of Devil's Island,2010,"Action, Drama","Norway, France, Sweden, Poland",7.5,12229
Shadows and Fog,1991,Comedy,USA,6.8,12232
Carnival of Souls,1962,"Horror, Thriller",USA,7.2,12235
Turtles Can Fly,2004,"Drama, War","Iran, France, Iraq",8.1,12239
Easy Money,2010,"Action, Crime, Drama","Sweden, Germany, Denmark",6.7,12246
The Killers,1946,"Crime, Drama, Film-Noir",USA,7.9,12253
Hot Summer Nights,2017,"Comedy, Crime, Drama",USA,6.4,12257
